Trig_date,District,Chiefdom,Section,Name_of_community,Male_child,Male_Adult,Total_male,Female_child,Female_adult,Total_female,Chiefs,Youth_leaders,Religious_leaders,Police,Women_leaders,Health_workers,Children,ss_mc,ss_fc,ss_ma,ss_fa,r_mc,r_fc,r_ma,r_fa,d_mc,d_fc,d_ma,d_fa,b_mc,b_fc,b_ma,b_fa,cb_mc,cb_fc,cb_ma,cb_fa
2014-11-25,Moyamba,Kongobora,Tongea,Tongea,,,28.0,,,27.0,3.0,2.0,2.0,0.0,2.0,1.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-12,Moyamba,Kongobora,Tongea,Moyoba,,,29.0,,,18.0,3.0,3.0,4.0,0.0,3.0,0.0,15.0,1,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-11-25,Moyamba,Kongobora,Lawana,Lawana,,,37.0,,,25.0,4.0,2.0,3.0,0.0,1.0,1.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-27,Moyamba,Kongobora,Lawana,Rogberay,,,40.0,,,30.0,2.0,1.0,2.0,0.0,1.0,0.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-11-26,Moyamba,Kongobora,Lawana,Kombema,,,35.0,,,38.0,4.0,2.0,2.0,0.0,1.0,1.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-26,Moyamba,Kaiyamba,Kpagia,Gambia,,,34.0,,,50.0,2.0,1.0,2.0,0.0,1.0,0.0,14.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-27,Moyamba,Kaiyamba,Kpagia,Mundorbu,,,17.0,,,30.0,1.0,1.0,1.0,0.0,1.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-11-25,Moyamba,Kaiyamba,Kpagia,Koegbotuma,,,36.0,,,55.0,2.0,2.0,2.0,0.0,1.0,1.0,13.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-26,Moyamba,Kongbora,Mowoto,Mowoto,,,30.0,,,20.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-11-25,Moyamba,Kongbora,Gondama,Gondama,,,28.0,,,32.0,2.0,2.0,2.0,0.0,2.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2014-11-27,Moyamba,Kongbora,Taninihun,Taninihun Boker,,,60.0,,,55.0,2.0,2.0,2.0,0.0,2.0,1.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0
2014-11-27,Moyamba,Timadale,Mando,One Word,,,19.0,,,12.0,4.0,1.0,1.0,0.0,1.0,1.0,5.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014-11-26,Moyamba,Timadale,Mando,Moyemarie,,,15.0,,,12.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014-11-25,Moyamba,Timadale,Mando,Bengah Mando,,,22.0,,,20.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-25,Moyamba,Bumpe,Bumpeh,Bumpeh,,,22.0,,,12.0,1.0,1.0,2.0,0.0,1.0,1.0,15.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-26,Moyamba,Bumpe,Bumpeh,Pendeh,,,35.0,,,25.0,1.0,1.0,1.0,0.0,1.0,0.0,15.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014-11-27,Moyamba,Bumpe,Mando,Modekay,,,14.0,,,16.0,1.0,1.0,2.0,0.0,1.0,0.0,7.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014-11-25,Moyamba,Timadale,Kabaya,Mokpanabam,,,32.0,,,25.0,2.0,1.0,1.0,0.0,1.0,1.0,13.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014-11-26,Moyamba,Timadale,Kabaya,Mbuwehun,,,27.0,,,15.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
